"","TIME","value","date_time","week","week_num","type","date"
"1",48701,703.71605721519,2010-05-02 00:00:00,"Saturday",6,"Residential",2010-05-01
"2",48702,523.362583291139,2010-05-02 00:30:00,"Saturday",6,"Residential",2010-05-01
"3",48703,430.694509493671,2010-05-02 01:00:00,"Sunday",7,"Residential",2010-05-02
"4",48704,411.656195443038,2010-05-02 01:30:00,"Sunday",7,"Residential",2010-05-02
"5",48705,345.21126278481,2010-05-02 02:00:00,"Sunday",7,"Residential",2010-05-02
"6",48706,321.445538734177,2010-05-02 02:30:00,"Sunday",7,"Residential",2010-05-02
"7",48707,336.711275443038,2010-05-02 03:00:00,"Sunday",7,"Residential",2010-05-02
"8",48708,299.66848329114,2010-05-02 03:30:00,"Sunday",7,"Residential",2010-05-02
"9",48709,320.025848734177,2010-05-02 04:00:00,"Sunday",7,"Residential",2010-05-02
"10",48710,386.511893291139,2010-05-02 04:30:00,"Sunday",7,"Residential",2010-05-02
"11",48711,717.624263417721,2010-05-02 05:00:00,"Sunday",7,"Residential",2010-05-02
"12",48712,1334.55416177215,2010-05-02 05:30:00,"Sunday",7,"Residential",2010-05-02
"13",48713,2444.89266949367,2010-05-02 06:00:00,"Sunday",7,"Residential",2010-05-02
"14",48714,3368.6893878481,2010-05-02 06:30:00,"Sunday",7,"Residential",2010-05-02
"15",48715,3783.26826645569,2010-05-02 07:00:00,"Sunday",7,"Residential",2010-05-02
"16",48716,3524.8735643038,2010-05-02 07:30:00,"Sunday",7,"Residential",2010-05-02
"17",48717,3130.06894063291,2010-05-02 08:00:00,"Sunday",7,"Residential",2010-05-02
"18",48718,2468.79859202532,2010-05-02 08:30:00,"Sunday",7,"Residential",2010-05-02
"19",48719,2096.06375316456,2010-05-02 09:00:00,"Sunday",7,"Residential",2010-05-02
"20",48720,1948.47554088607,2010-05-02 09:30:00,"Sunday",7,"Residential",2010-05-02
"21",48721,1806.12541468354,2010-05-02 10:00:00,"Sunday",7,"Residential",2010-05-02
"22",48722,1780.15272582278,2010-05-02 10:30:00,"Sunday",7,"Residential",2010-05-02
"23",48723,1786.47693443038,2010-05-02 11:00:00,"Sunday",7,"Residential",2010-05-02
"24",48724,1955.78526050633,2010-05-02 11:30:00,"Sunday",7,"Residential",2010-05-02
"25",48725,2221.87636329114,2010-05-02 12:00:00,"Sunday",7,"Residential",2010-05-02
"26",48726,2430.46502683545,2010-05-02 12:30:00,"Sunday",7,"Residential",2010-05-02
"27",48727,2648.84155582278,2010-05-02 13:00:00,"Sunday",7,"Residential",2010-05-02
"28",48728,2696.36567253165,2010-05-02 13:30:00,"Sunday",7,"Residential",2010-05-02
"29",48729,2654.91791632912,2010-05-02 14:00:00,"Sunday",7,"Residential",2010-05-02
"30",48730,2804.88738772152,2010-05-02 14:30:00,"Sunday",7,"Residential",2010-05-02
"31",48731,3113.14832556962,2010-05-02 15:00:00,"Sunday",7,"Residential",2010-05-02
"32",48732,3445.3431478481,2010-05-02 15:30:00,"Sunday",7,"Residential",2010-05-02
"33",48733,4085.45242177215,2010-05-02 16:00:00,"Sunday",7,"Residential",2010-05-02
"34",48734,4997.49034075949,2010-05-02 16:30:00,"Sunday",7,"Residential",2010-05-02
"35",48735,5662.2910249367,2010-05-02 17:00:00,"Sunday",7,"Residential",2010-05-02
"36",48736,5647.85463569619,2010-05-02 17:30:00,"Sunday",7,"Residential",2010-05-02
"37",48737,5696.92707177216,2010-05-02 18:00:00,"Sunday",7,"Residential",2010-05-02
"38",48738,5411.7500778481,2010-05-02 18:30:00,"Sunday",7,"Residential",2010-05-02
"39",48739,5219.41415202532,2010-05-02 19:00:00,"Sunday",7,"Residential",2010-05-02
"40",48740,4914.97730835443,2010-05-02 19:30:00,"Sunday",7,"Residential",2010-05-02
"41",48741,4661.29886696202,2010-05-02 20:00:00,"Sunday",7,"Residential",2010-05-02
"42",48742,4397.94163012659,2010-05-02 20:30:00,"Sunday",7,"Residential",2010-05-02
"43",48743,3976.21287316456,2010-05-02 21:00:00,"Sunday",7,"Residential",2010-05-02
"44",48744,3471.19298873418,2010-05-02 21:30:00,"Sunday",7,"Residential",2010-05-02
"45",48745,2617.76822126583,2010-05-02 22:00:00,"Sunday",7,"Residential",2010-05-02
"46",48746,1911.89497063291,2010-05-02 22:30:00,"Sunday",7,"Residential",2010-05-02
"47",48747,1255.32990759494,2010-05-02 23:00:00,"Sunday",7,"Residential",2010-05-02
"48",48748,888.047805063291,2010-05-02 23:30:00,"Sunday",7,"Residential",2010-05-02
"49",48801,574.918103037975,2010-05-03 00:00:00,"Sunday",7,"Residential",2010-05-02
"50",48802,394.975750506329,2010-05-03 00:30:00,"Sunday",7,"Residential",2010-05-02
"51",48803,309.248355443038,2010-05-03 01:00:00,"Monday",1,"Residential",2010-05-03
"52",48804,308.202786708861,2010-05-03 01:30:00,"Monday",1,"Residential",2010-05-03
"53",48805,268.143216582279,2010-05-03 02:00:00,"Monday",1,"Residential",2010-05-03
"54",48806,245.629199873418,2010-05-03 02:30:00,"Monday",1,"Residential",2010-05-03
"55",48807,291.230498607595,2010-05-03 03:00:00,"Monday",1,"Residential",2010-05-03
"56",48808,241.505335316456,2010-05-03 03:30:00,"Monday",1,"Residential",2010-05-03
"57",48809,237.052219113924,2010-05-03 04:00:00,"Monday",1,"Residential",2010-05-03
"58",48810,337.119493164557,2010-05-03 04:30:00,"Monday",1,"Residential",2010-05-03
"59",48811,690.473758987341,2010-05-03 05:00:00,"Monday",1,"Residential",2010-05-03
"60",48812,1234.03948227848,2010-05-03 05:30:00,"Monday",1,"Residential",2010-05-03
"61",48813,2257.06521088608,2010-05-03 06:00:00,"Monday",1,"Residential",2010-05-03
"62",48814,3317.66185620253,2010-05-03 06:30:00,"Monday",1,"Residential",2010-05-03
"63",48815,3572.31118151899,2010-05-03 07:00:00,"Monday",1,"Residential",2010-05-03
"64",48816,3161.67146101266,2010-05-03 07:30:00,"Monday",1,"Residential",2010-05-03
"65",48817,2647.34406772152,2010-05-03 08:00:00,"Monday",1,"Residential",2010-05-03
"66",48818,1960.05778594937,2010-05-03 08:30:00,"Monday",1,"Residential",2010-05-03
"67",48819,1603.04815493671,2010-05-03 09:00:00,"Monday",1,"Residential",2010-05-03
"68",48820,1320.64821012658,2010-05-03 09:30:00,"Monday",1,"Residential",2010-05-03
"69",48821,1192.30464556962,2010-05-03 10:00:00,"Monday",1,"Residential",2010-05-03
"70",48822,1225.15066683544,2010-05-03 10:30:00,"Monday",1,"Residential",2010-05-03
"71",48823,1212.86434544304,2010-05-03 11:00:00,"Monday",1,"Residential",2010-05-03
"72",48824,1208.25648632911,2010-05-03 11:30:00,"Monday",1,"Residential",2010-05-03
"73",48825,1490.47532670886,2010-05-03 12:00:00,"Monday",1,"Residential",2010-05-03
"74",48826,1537.05364126582,2010-05-03 12:30:00,"Monday",1,"Residential",2010-05-03
"75",48827,1569.72161189873,2010-05-03 13:00:00,"Monday",1,"Residential",2010-05-03
"76",48828,1539.35224151899,2010-05-03 13:30:00,"Monday",1,"Residential",2010-05-03
"77",48829,1593.5526521519,2010-05-03 14:00:00,"Monday",1,"Residential",2010-05-03
"78",48830,1805.9100364557,2010-05-03 14:30:00,"Monday",1,"Residential",2010-05-03
"79",48831,2248.71925797468,2010-05-03 15:00:00,"Monday",1,"Residential",2010-05-03
"80",48832,2785.28583177216,2010-05-03 15:30:00,"Monday",1,"Residential",2010-05-03
"81",48833,3428.72564708861,2010-05-03 16:00:00,"Monday",1,"Residential",2010-05-03
"82",48834,4381.20786797468,2010-05-03 16:30:00,"Monday",1,"Residential",2010-05-03
"83",48835,5029.3186564557,2010-05-03 17:00:00,"Monday",1,"Residential",2010-05-03
"84",48836,5119.24528721519,2010-05-03 17:30:00,"Monday",1,"Residential",2010-05-03
"85",48837,5146.95614025316,2010-05-03 18:00:00,"Monday",1,"Residential",2010-05-03
"86",48838,4869.90733265823,2010-05-03 18:30:00,"Monday",1,"Residential",2010-05-03
"87",48839,4750.69896468354,2010-05-03 19:00:00,"Monday",1,"Residential",2010-05-03
"88",48840,4504.39979101265,2010-05-03 19:30:00,"Monday",1,"Residential",2010-05-03
"89",48841,4381.8024086076,2010-05-03 20:00:00,"Monday",1,"Residential",2010-05-03
"90",48842,4007.69079075949,2010-05-03 20:30:00,"Monday",1,"Residential",2010-05-03
"91",48843,3639.82624810127,2010-05-03 21:00:00,"Monday",1,"Residential",2010-05-03
"92",48844,3223.91789430379,2010-05-03 21:30:00,"Monday",1,"Residential",2010-05-03
"93",48845,2429.83464177215,2010-05-03 22:00:00,"Monday",1,"Residential",2010-05-03
"94",48846,1696.66466481013,2010-05-03 22:30:00,"Monday",1,"Residential",2010-05-03
"95",48847,1189.81725050633,2010-05-03 23:00:00,"Monday",1,"Residential",2010-05-03
"96",48848,817.41856721519,2010-05-03 23:30:00,"Monday",1,"Residential",2010-05-03
"97",48901,567.303906708861,2010-05-04 00:00:00,"Monday",1,"Residential",2010-05-03
"98",48902,388.411097848101,2010-05-04 00:30:00,"Monday",1,"Residential",2010-05-03
"99",48903,281.813258987342,2010-05-04 01:00:00,"Tuesday",2,"Residential",2010-05-04
"100",48904,232.851778481013,2010-05-04 01:30:00,"Tuesday",2,"Residential",2010-05-04
"101",48905,236.349382658228,2010-05-04 02:00:00,"Tuesday",2,"Residential",2010-05-04
"102",48906,234.572646708861,2010-05-04 02:30:00,"Tuesday",2,"Residential",2010-05-04
"103",48907,268.870414177215,2010-05-04 03:00:00,"Tuesday",2,"Residential",2010-05-04
"104",48908,211.105782911392,2010-05-04 03:30:00,"Tuesday",2,"Residential",2010-05-04
"105",48909,233.500062405063,2010-05-04 04:00:00,"Tuesday",2,"Residential",2010-05-04
"106",48910,386.162999113924,2010-05-04 04:30:00,"Tuesday",2,"Residential",2010-05-04
"107",48911,668.018739240506,2010-05-04 05:00:00,"Tuesday",2,"Residential",2010-05-04
"108",48912,1248.49865063291,2010-05-04 05:30:00,"Tuesday",2,"Residential",2010-05-04
"109",48913,2272.56438063291,2010-05-04 06:00:00,"Tuesday",2,"Residential",2010-05-04
"110",48914,3238.75486810126,2010-05-04 06:30:00,"Tuesday",2,"Residential",2010-05-04
"111",48915,3560.43155772152,2010-05-04 07:00:00,"Tuesday",2,"Residential",2010-05-04
"112",48916,3216.30545810127,2010-05-04 07:30:00,"Tuesday",2,"Residential",2010-05-04
"113",48917,2636.33785962025,2010-05-04 08:00:00,"Tuesday",2,"Residential",2010-05-04
"114",48918,1985.22460265823,2010-05-04 08:30:00,"Tuesday",2,"Residential",2010-05-04
"115",48919,1769.5338235443,2010-05-04 09:00:00,"Tuesday",2,"Residential",2010-05-04
"116",48920,1529.01269189873,2010-05-04 09:30:00,"Tuesday",2,"Residential",2010-05-04
"117",48921,1380.10928075949,2010-05-04 10:00:00,"Tuesday",2,"Residential",2010-05-04
"118",48922,1365.03738848101,2010-05-04 10:30:00,"Tuesday",2,"Residential",2010-05-04
"119",48923,1362.75943291139,2010-05-04 11:00:00,"Tuesday",2,"Residential",2010-05-04
"120",48924,1463.34715151899,2010-05-04 11:30:00,"Tuesday",2,"Residential",2010-05-04
"121",48925,1619.69490278481,2010-05-04 12:00:00,"Tuesday",2,"Residential",2010-05-04
"122",48926,1746.60484177215,2010-05-04 12:30:00,"Tuesday",2,"Residential",2010-05-04
"123",48927,1827.5158713924,2010-05-04 13:00:00,"Tuesday",2,"Residential",2010-05-04
"124",48928,1904.88959898734,2010-05-04 13:30:00,"Tuesday",2,"Residential",2010-05-04
"125",48929,2018.61285556962,2010-05-04 14:00:00,"Tuesday",2,"Residential",2010-05-04
"126",48930,2351.79689746835,2010-05-04 14:30:00,"Tuesday",2,"Residential",2010-05-04
"127",48931,2770.18067316456,2010-05-04 15:00:00,"Tuesday",2,"Residential",2010-05-04
"128",48932,3300.50062683544,2010-05-04 15:30:00,"Tuesday",2,"Residential",2010-05-04
"129",48933,3964.65925379747,2010-05-04 16:00:00,"Tuesday",2,"Residential",2010-05-04
"130",48934,4785.70222164557,2010-05-04 16:30:00,"Tuesday",2,"Residential",2010-05-04
"131",48935,5488.0335113924,2010-05-04 17:00:00,"Tuesday",2,"Residential",2010-05-04
"132",48936,5691.69325443038,2010-05-04 17:30:00,"Tuesday",2,"Residential",2010-05-04
"133",48937,5878.38591974683,2010-05-04 18:00:00,"Tuesday",2,"Residential",2010-05-04
"134",48938,5530.42778708861,2010-05-04 18:30:00,"Tuesday",2,"Residential",2010-05-04
"135",48939,5369.45731594937,2010-05-04 19:00:00,"Tuesday",2,"Residential",2010-05-04
"136",48940,5221.08974202532,2010-05-04 19:30:00,"Tuesday",2,"Residential",2010-05-04
"137",48941,5028.79421586499,2010-05-04 20:00:00,"Tuesday",2,"Residential",2010-05-04
"138",48942,4657.3833756962,2010-05-04 20:30:00,"Tuesday",2,"Residential",2010-05-04
"139",48943,4401.96356556962,2010-05-04 21:00:00,"Tuesday",2,"Residential",2010-05-04
"140",48944,3857.62125063291,2010-05-04 21:30:00,"Tuesday",2,"Residential",2010-05-04
"141",48945,3057.07071949367,2010-05-04 22:00:00,"Tuesday",2,"Residential",2010-05-04
"142",48946,2298.96499126582,2010-05-04 22:30:00,"Tuesday",2,"Residential",2010-05-04
"143",48947,1510.77409101266,2010-05-04 23:00:00,"Tuesday",2,"Residential",2010-05-04
"144",48948,1049.77329367089,2010-05-04 23:30:00,"Tuesday",2,"Residential",2010-05-04
"145",49001,768.218511265824,2010-05-05 00:00:00,"Tuesday",2,"Residential",2010-05-04
"146",49002,593.721730379747,2010-05-05 00:30:00,"Tuesday",2,"Residential",2010-05-04
"147",49003,451.374932658228,2010-05-05 01:00:00,"Wednesday",3,"Residential",2010-05-05
"148",49004,359.70186,2010-05-05 01:30:00,"Wednesday",3,"Residential",2010-05-05
"149",49005,352.388431772152,2010-05-05 02:00:00,"Wednesday",3,"Residential",2010-05-05
"150",49006,310.20608721519,2010-05-05 02:30:00,"Wednesday",3,"Residential",2010-05-05
"151",49007,287.659660632911,2010-05-05 03:00:00,"Wednesday",3,"Residential",2010-05-05
"152",49008,250.41688164557,2010-05-05 03:30:00,"Wednesday",3,"Residential",2010-05-05
"153",49009,267.062973037975,2010-05-05 04:00:00,"Wednesday",3,"Residential",2010-05-05
"154",49010,381.481973164557,2010-05-05 04:30:00,"Wednesday",3,"Residential",2010-05-05
"155",49011,649.858347088608,2010-05-05 05:00:00,"Wednesday",3,"Residential",2010-05-05
"156",49012,1259.02816531646,2010-05-05 05:30:00,"Wednesday",3,"Residential",2010-05-05
"157",49013,2289.71584683544,2010-05-05 06:00:00,"Wednesday",3,"Residential",2010-05-05
"158",49014,3310.52842481012,2010-05-05 06:30:00,"Wednesday",3,"Residential",2010-05-05
"159",49015,3743.29659329114,2010-05-05 07:00:00,"Wednesday",3,"Residential",2010-05-05
"160",49016,3406.98005759494,2010-05-05 07:30:00,"Wednesday",3,"Residential",2010-05-05
"161",49017,2901.33165151899,2010-05-05 08:00:00,"Wednesday",3,"Residential",2010-05-05
"162",49018,2280.53838620253,2010-05-05 08:30:00,"Wednesday",3,"Residential",2010-05-05
"163",49019,1937.9714921519,2010-05-05 09:00:00,"Wednesday",3,"Residential",2010-05-05
"164",49020,1704.35702898734,2010-05-05 09:30:00,"Wednesday",3,"Residential",2010-05-05
"165",49021,1612.7177913924,2010-05-05 10:00:00,"Wednesday",3,"Residential",2010-05-05
"166",49022,1730.83735455696,2010-05-05 10:30:00,"Wednesday",3,"Residential",2010-05-05
"167",49023,1747.28946202532,2010-05-05 11:00:00,"Wednesday",3,"Residential",2010-05-05
"168",49024,1792.09744746835,2010-05-05 11:30:00,"Wednesday",3,"Residential",2010-05-05
"169",49025,2032.09111974684,2010-05-05 12:00:00,"Wednesday",3,"Residential",2010-05-05
"170",49026,2063.33718063291,2010-05-05 12:30:00,"Wednesday",3,"Residential",2010-05-05
"171",49027,2331.81223126582,2010-05-05 13:00:00,"Wednesday",3,"Residential",2010-05-05
"172",49028,2528.97147164557,2010-05-05 13:30:00,"Wednesday",3,"Residential",2010-05-05
"173",49029,2368.20473050633,2010-05-05 14:00:00,"Wednesday",3,"Residential",2010-05-05
"174",49030,2426.00353468354,2010-05-05 14:30:00,"Wednesday",3,"Residential",2010-05-05
"175",49031,2778.19899417722,2010-05-05 15:00:00,"Wednesday",3,"Residential",2010-05-05
"176",49032,3209.22084468354,2010-05-05 15:30:00,"Wednesday",3,"Residential",2010-05-05
"177",49033,3797.67196607595,2010-05-05 16:00:00,"Wednesday",3,"Residential",2010-05-05
"178",49034,4549.54847898734,2010-05-05 16:30:00,"Wednesday",3,"Residential",2010-05-05
"179",49035,5057.7039913924,2010-05-05 17:00:00,"Wednesday",3,"Residential",2010-05-05
"180",49036,5253.55366582279,2010-05-05 17:30:00,"Wednesday",3,"Residential",2010-05-05
"181",49037,5316.03710531645,2010-05-05 18:00:00,"Wednesday",3,"Residential",2010-05-05
"182",49038,4942.18102303798,2010-05-05 18:30:00,"Wednesday",3,"Residential",2010-05-05
"183",49039,4707.33654012658,2010-05-05 19:00:00,"Wednesday",3,"Residential",2010-05-05
"184",49040,4675.56672493671,2010-05-05 19:30:00,"Wednesday",3,"Residential",2010-05-05
"185",49041,4402.75646632911,2010-05-05 20:00:00,"Wednesday",3,"Residential",2010-05-05
"186",49042,4072.90143151899,2010-05-05 20:30:00,"Wednesday",3,"Residential",2010-05-05
"187",49043,3796.71101430379,2010-05-05 21:00:00,"Wednesday",3,"Residential",2010-05-05
"188",49044,3210.74121278481,2010-05-05 21:30:00,"Wednesday",3,"Residential",2010-05-05
"189",49045,2545.75269860759,2010-05-05 22:00:00,"Wednesday",3,"Residential",2010-05-05
"190",49046,2060.25849556962,2010-05-05 22:30:00,"Wednesday",3,"Residential",2010-05-05
"191",49047,1615.79622025317,2010-05-05 23:00:00,"Wednesday",3,"Residential",2010-05-05
"192",49048,1157.97946683544,2010-05-05 23:30:00,"Wednesday",3,"Residential",2010-05-05
"193",49101,727.316357974683,2010-05-06 00:00:00,"Wednesday",3,"Residential",2010-05-05
"194",49102,514.874301518987,2010-05-06 00:30:00,"Wednesday",3,"Residential",2010-05-05
"195",49103,432.770393797468,2010-05-06 01:00:00,"Thursday",4,"Residential",2010-05-06
"196",49104,365.942120506329,2010-05-06 01:30:00,"Thursday",4,"Residential",2010-05-06
"197",49105,296.763060632911,2010-05-06 02:00:00,"Thursday",4,"Residential",2010-05-06
"198",49106,273.852180379746,2010-05-06 02:30:00,"Thursday",4,"Residential",2010-05-06
"199",49107,285.052573670886,2010-05-06 03:00:00,"Thursday",4,"Residential",2010-05-06
"200",49108,284.021969367088,2010-05-06 03:30:00,"Thursday",4,"Residential",2010-05-06
"201",49109,267.400644177215,2010-05-06 04:00:00,"Thursday",4,"Residential",2010-05-06
"202",49110,314.297380253164,2010-05-06 04:30:00,"Thursday",4,"Residential",2010-05-06
"203",49111,499.202065063291,2010-05-06 05:00:00,"Thursday",4,"Residential",2010-05-06
"204",49112,930.740413291139,2010-05-06 05:30:00,"Thursday",4,"Residential",2010-05-06
"205",49113,1642.56454037975,2010-05-06 06:00:00,"Thursday",4,"Residential",2010-05-06
"206",49114,2373.55856,2010-05-06 06:30:00,"Thursday",4,"Residential",2010-05-06
"207",49115,2597.95319012658,2010-05-06 07:00:00,"Thursday",4,"Residential",2010-05-06
"208",49116,2342.97575012658,2010-05-06 07:30:00,"Thursday",4,"Residential",2010-05-06
"209",49117,2273.09776240506,2010-05-06 08:00:00,"Thursday",4,"Residential",2010-05-06
"210",49118,2222.7582243038,2010-05-06 08:30:00,"Thursday",4,"Residential",2010-05-06
"211",49119,2173.18804012658,2010-05-06 09:00:00,"Thursday",4,"Residential",2010-05-06
"212",49120,1954.46337962025,2010-05-06 09:30:00,"Thursday",4,"Residential",2010-05-06
"213",49121,1840.11211936709,2010-05-06 10:00:00,"Thursday",4,"Residential",2010-05-06
"214",49122,1830.94217949367,2010-05-06 10:30:00,"Thursday",4,"Residential",2010-05-06
"215",49123,1715.94647177215,2010-05-06 11:00:00,"Thursday",4,"Residential",2010-05-06
"216",49124,1804.53813658228,2010-05-06 11:30:00,"Thursday",4,"Residential",2010-05-06
"217",49125,1933.67275417722,2010-05-06 12:00:00,"Thursday",4,"Residential",2010-05-06
"218",49126,2016.5420821519,2010-05-06 12:30:00,"Thursday",4,"Residential",2010-05-06
"219",49127,2189.0528156962,2010-05-06 13:00:00,"Thursday",4,"Residential",2010-05-06
"220",49128,2478.61508936709,2010-05-06 13:30:00,"Thursday",4,"Residential",2010-05-06
"221",49129,2700.48428379747,2010-05-06 14:00:00,"Thursday",4,"Residential",2010-05-06
"222",49130,2956.3587756962,2010-05-06 14:30:00,"Thursday",4,"Residential",2010-05-06
"223",49131,3102.72314493671,2010-05-06 15:00:00,"Thursday",4,"Residential",2010-05-06
"224",49132,3255.75992670886,2010-05-06 15:30:00,"Thursday",4,"Residential",2010-05-06
"225",49133,3820.32455253165,2010-05-06 16:00:00,"Thursday",4,"Residential",2010-05-06
"226",49134,4315.69627531645,2010-05-06 16:30:00,"Thursday",4,"Residential",2010-05-06
"227",49135,4806.99329518988,2010-05-06 17:00:00,"Thursday",4,"Residential",2010-05-06
"228",49136,4851.55697911393,2010-05-06 17:30:00,"Thursday",4,"Residential",2010-05-06
"229",49137,4837.05341468355,2010-05-06 18:00:00,"Thursday",4,"Residential",2010-05-06
"230",49138,4551.03173455696,2010-05-06 18:30:00,"Thursday",4,"Residential",2010-05-06
"231",49139,4200.71237291139,2010-05-06 19:00:00,"Thursday",4,"Residential",2010-05-06
"232",49140,4033.38840050633,2010-05-06 19:30:00,"Thursday",4,"Residential",2010-05-06
"233",49141,3714.32310810126,2010-05-06 20:00:00,"Thursday",4,"Residential",2010-05-06
"234",49142,3403.71861468355,2010-05-06 20:30:00,"Thursday",4,"Residential",2010-05-06
"235",49143,3225.69298341772,2010-05-06 21:00:00,"Thursday",4,"Residential",2010-05-06
"236",49144,2808.77473126583,2010-05-06 21:30:00,"Thursday",4,"Residential",2010-05-06
"237",49145,2235.06750632912,2010-05-06 22:00:00,"Thursday",4,"Residential",2010-05-06
"238",49146,1668.26515177215,2010-05-06 22:30:00,"Thursday",4,"Residential",2010-05-06
"239",49147,1167.41228746835,2010-05-06 23:00:00,"Thursday",4,"Residential",2010-05-06
"240",49148,927.838952025316,2010-05-06 23:30:00,"Thursday",4,"Residential",2010-05-06
"241",49201,677.613309746835,2010-05-07 00:00:00,"Thursday",4,"Residential",2010-05-06
"242",49202,468.452634050633,2010-05-07 00:30:00,"Thursday",4,"Residential",2010-05-06
"243",49203,384.670415822785,2010-05-07 01:00:00,"Friday",5,"Residential",2010-05-07
"244",49204,333.26895050633,2010-05-07 01:30:00,"Friday",5,"Residential",2010-05-07
"245",49205,298.965864810127,2010-05-07 02:00:00,"Friday",5,"Residential",2010-05-07
"246",49206,267.068265063291,2010-05-07 02:30:00,"Friday",5,"Residential",2010-05-07
"247",49207,255.38409443038,2010-05-07 03:00:00,"Friday",5,"Residential",2010-05-07
"248",49208,235.792114430379,2010-05-07 03:30:00,"Friday",5,"Residential",2010-05-07
"249",49209,214.840639746835,2010-05-07 04:00:00,"Friday",5,"Residential",2010-05-07
"250",49210,273.67275,2010-05-07 04:30:00,"Friday",5,"Residential",2010-05-07
"251",49211,418.354562911393,2010-05-07 05:00:00,"Friday",5,"Residential",2010-05-07
"252",49212,815.256025696201,2010-05-07 05:30:00,"Friday",5,"Residential",2010-05-07
"253",49213,1483.55289594937,2010-05-07 06:00:00,"Friday",5,"Residential",2010-05-07
"254",49214,2159.54003012658,2010-05-07 06:30:00,"Friday",5,"Residential",2010-05-07
"255",49215,2384.27871658228,2010-05-07 07:00:00,"Friday",5,"Residential",2010-05-07
"256",49216,2262.2221356962,2010-05-07 07:30:00,"Friday",5,"Residential",2010-05-07
"257",49217,2121.91635518988,2010-05-07 08:00:00,"Friday",5,"Residential",2010-05-07
"258",49218,2030.99985582279,2010-05-07 08:30:00,"Friday",5,"Residential",2010-05-07
"259",49219,2182.7884121519,2010-05-07 09:00:00,"Friday",5,"Residential",2010-05-07
"260",49220,2215.78810772152,2010-05-07 09:30:00,"Friday",5,"Residential",2010-05-07
"261",49221,2166.0267078481,2010-05-07 10:00:00,"Friday",5,"Residential",2010-05-07
"262",49222,1863.82622683544,2010-05-07 10:30:00,"Friday",5,"Residential",2010-05-07
"263",49223,1773.14974666667,2010-05-07 11:00:00,"Friday",5,"Residential",2010-05-07
"264",49224,1740.55852936709,2010-05-07 11:30:00,"Friday",5,"Residential",2010-05-07
"265",49225,1869.43050936709,2010-05-07 12:00:00,"Friday",5,"Residential",2010-05-07
"266",49226,1913.30554291139,2010-05-07 12:30:00,"Friday",5,"Residential",2010-05-07
"267",49227,2106.80292481013,2010-05-07 13:00:00,"Friday",5,"Residential",2010-05-07
"268",49228,2114.90738189873,2010-05-07 13:30:00,"Friday",5,"Residential",2010-05-07
"269",49229,2085.93545886076,2010-05-07 14:00:00,"Friday",5,"Residential",2010-05-07
"270",49230,2472.02323721519,2010-05-07 14:30:00,"Friday",5,"Residential",2010-05-07
"271",49231,2828.06829645569,2010-05-07 15:00:00,"Friday",5,"Residential",2010-05-07
"272",49232,3239.14715873418,2010-05-07 15:30:00,"Friday",5,"Residential",2010-05-07
"273",49233,3884.69743658228,2010-05-07 16:00:00,"Friday",5,"Residential",2010-05-07
"274",49234,4460.10341738397,2010-05-07 16:30:00,"Friday",5,"Residential",2010-05-07
"275",49235,5053.17766037975,2010-05-07 17:00:00,"Friday",5,"Residential",2010-05-07
"276",49236,5029.37584025316,2010-05-07 17:30:00,"Friday",5,"Residential",2010-05-07
"277",49237,4925.63023708861,2010-05-07 18:00:00,"Friday",5,"Residential",2010-05-07
"278",49238,4740.46108974684,2010-05-07 18:30:00,"Friday",5,"Residential",2010-05-07
"279",49239,4605.14824582279,2010-05-07 19:00:00,"Friday",5,"Residential",2010-05-07
"280",49240,4559.62998873418,2010-05-07 19:30:00,"Friday",5,"Residential",2010-05-07
"281",49241,4388.10792443038,2010-05-07 20:00:00,"Friday",5,"Residential",2010-05-07
"282",49242,3928.67449911393,2010-05-07 20:30:00,"Friday",5,"Residential",2010-05-07
"283",49243,3582.67670645569,2010-05-07 21:00:00,"Friday",5,"Residential",2010-05-07
"284",49244,3092.37695911392,2010-05-07 21:30:00,"Friday",5,"Residential",2010-05-07
"285",49245,2429.69449658228,2010-05-07 22:00:00,"Friday",5,"Residential",2010-05-07
"286",49246,1831.35297632911,2010-05-07 22:30:00,"Friday",5,"Residential",2010-05-07
"287",49247,1286.0683378481,2010-05-07 23:00:00,"Friday",5,"Residential",2010-05-07
"288",49248,851.628443248945,2010-05-07 23:30:00,"Friday",5,"Residential",2010-05-07
"289",49301,534.669538734178,2010-05-08 00:00:00,"Friday",5,"Residential",2010-05-07
"290",49302,333.519641772152,2010-05-08 00:30:00,"Friday",5,"Residential",2010-05-07
"291",49303,272.404493670886,2010-05-08 01:00:00,"Saturday",6,"Residential",2010-05-08
"292",49304,187.526301012658,2010-05-08 01:30:00,"Saturday",6,"Residential",2010-05-08
"293",49305,215.539663291139,2010-05-08 02:00:00,"Saturday",6,"Residential",2010-05-08
"294",49306,235.333479493671,2010-05-08 02:30:00,"Saturday",6,"Residential",2010-05-08
"295",49307,228.088805063291,2010-05-08 03:00:00,"Saturday",6,"Residential",2010-05-08
"296",49308,202.591806329114,2010-05-08 03:30:00,"Saturday",6,"Residential",2010-05-08
"297",49309,205.228709367089,2010-05-08 04:00:00,"Saturday",6,"Residential",2010-05-08
"298",49310,322.345402025317,2010-05-08 04:30:00,"Saturday",6,"Residential",2010-05-08
"299",49311,570.493688607595,2010-05-08 05:00:00,"Saturday",6,"Residential",2010-05-08
